4.904847303098789801e+00 2.626406260878684181e-04 2.107720719129618955e-06 1.000000000000000000e+03
4.909754603643039950e+00 3.237143884478019306e-04 2.027137255258252485e-06 1.000000000000000000e+03
4.914666813942289991e+00 2.993880440236882734e-04 1.992885317841628036e-06 1.000000000000000000e+03
4.919583938908780318e+00 3.670339074144674126e-04 2.157737439439525474e-06 1.000000000000000000e+03
4.924505983459630087e+00 4.847094856074955641e-04 2.226494903167582106e-06 1.000000000000000000e+03
4.929432952516860311e+00 3.564066373132898451e-04 2.429868417095558777e-06 1.000000000000000000e+03
4.934364851007449815e+00 1.500908446548703196e-04 1.739930166526289532e-06 1.000000000000000000e+03
4.939301683863289938e+00 2.386053109799410679e-04 2.140089292809314749e-06 1.000000000000000000e+03
4.944243456021229832e+00 1.525885870926809449e-04 1.796075735642128491e-06 1.000000000000000000e+03
4.949190172423040046e+00 1.669918052600538291e-04 1.929227091574155573e-06 1.000000000000000000e+03
4.954141838015430288e+00 2.911985295048121749e-05 1.561688816015939992e-06 1.000000000000000000e+03
4.959098457750069855e+00 4.770986589349658684e-05 1.534631333980739576e-06 1.000000000000000000e+03
4.964060036583590296e+00 2.092192260168805487e-04 1.863469147957024860e-06 1.000000000000000000e+03
4.969026579477559658e+00 3.059435233788657810e-04 1.967726508917117979e-06 1.000000000000000000e+03
4.973998091398530441e+00 2.904650946230196026e-04 1.932465853133693811e-06 1.000000000000000000e+03
4.978974577317999639e+00 1.386370016996383084e-04 1.766703601513139333e-06 1.000000000000000000e+03
4.983956042212439819e+00 3.003341257050464981e-04 2.078268466255565333e-06 1.000000000000000000e+03
4.988942491063349749e+00 3.435564478888876688e-04 2.133545589925688086e-06 1.000000000000000000e+03
4.993933928857149596e+00 3.257930919926755242e-04 1.992028976788561226e-06 1.000000000000000000e+03
4.998930360585299937e+00 2.131107130346461358e-04 3.619662949309548195e-06 1.000000000000000000e+03
5.003931791244229821e+00 2.110740691171277439e-04 1.934274762274345062e-06 1.000000000000000000e+03
5.008938225835390057e+00 2.531307633903404270e-04 1.817951486512593834e-06 1.000000000000000000e+03
5.013949669365180384e+00 1.255791385782222328e-04 1.738354632823138061e-06 1.000000000000000000e+03
5.018966126845049835e+00 4.346627209007633400e-06 1.475469856230804008e-06 1.000000000000000000e+03
5.023987603291479864e+00 9.802980642699712607e-05 1.739718060223443818e-06 1.000000000000000000e+03
5.029014103725939933e+00 6.218116428826466673e-05 1.668653554630058342e-06 1.000000000000000000e+03
5.034045633174909717e+00 2.482419378281444720e-04 1.788350555128054015e-06 1.000000000000000000e+03
5.039082196669929736e+00 3.050179745347518707e-04 2.085422671990322702e-06 1.000000000000000000e+03
5.044123799247559603e+00 2.225360962781741388e-04 1.758495775493005154e-06 1.000000000000000000e+03
5.049170445949410002e+00 3.291923648670550418e-04 2.031892101349842411e-06 1.000000000000000000e+03
5.054222141822119596e+00 3.688835675096849417e-04 1.960492232009789899e-06 1.000000000000000000e+03
5.059278891917389664e+00 2.464266271607879854e-04 1.806319536247610496e-06 1.000000000000000000e+03
5.064340701291979663e+00 3.386420395065974846e-04 2.009788689106550135e-06 1.000000000000000000e+03
5.069407575007690347e+00 3.302096097182796448e-04 2.080810946552474434e-06 1.000000000000000000e+03
5.074479518131400191e+00 1.802322904272087359e-04 1.797340395753284217e-06 1.000000000000000000e+03
5.079556535735050282e+00 7.737679098940440008e-05 1.576857640579048625e-06 1.000000000000000000e+03
5.084638632895670085e+00 3.183717523856577824e-05 1.783529567869205465e-06 1.000000000000000000e+03
